id,text,language,label,source,accent
612,i feel like they take time to care for their flowers and are wonderfully loyal to their hive,en,happy,kaggle,na
613,i remember feeling amazed,en,neutral,kaggle,na
614,i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,en,happy,kaggle,na
615,i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,en,happy,kaggle,na
616,i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,en,happy,kaggle,na
617,i feel like it would be too clever and get into a ton of things all the time,en,happy,kaggle,na
618,i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,en,happy,kaggle,na
619,i quickly trotted off he added i feel embarrassed to ask hoping i would enter into some kind of conversation with him,en,sad,kaggle,na
620,i hated that when i got drunk the whole next day was spent sleeping and feeling groggy,en,sad,kaggle,na
621,i love the discussions in the class and feel passionate about feminist issues but when i go to write it down it feels as though i am faking it,en,happy,kaggle,na
622,i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,en,sad,kaggle,na
623,i feel agitated and the result is not pleasant the opposite of calm and peaceful,en,sad,kaggle,na
624,i feel so honored that students come to my classes,en,happy,kaggle,na
625,i often tell him that i want attention from him especially when i feel horny and want to have good sex for hours,en,happy,kaggle,na
626,i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,en,happy,kaggle,na
627,i feel very rich very blessed very joyful,en,happy,kaggle,na
628,i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,en,sad,kaggle,na
629,i truly feel but its somehow not enough for me to hate him or to get mad,en,sad,kaggle,na
630,i remember feeling uncertain about myself when i was young and especially when i became a teenager,en,sad,kaggle,na
631,i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,en,sad,kaggle,na
632,i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,en,sad,kaggle,na
633,i was feeling rebellious so i ate it,en,sad,kaggle,na
634,i do feel agitated restless or on edge quite often,en,sad,kaggle,na
635,i feel uncomfortable using the word awesome but this idea actually is,en,sad,kaggle,na
636,im feeling rather pleased with myself tonight because i did that,en,happy,kaggle,na
637,i feel like this leads me to be not as gentle and kind as i should be,en,happy,kaggle,na
638,i feel like i should have actively hated every single second rather than just borne it all,en,sad,kaggle,na
639,im feeling indecisive and it scares me,en,sad,kaggle,na
640,i feel a violent tug at my eye socket,en,sad,kaggle,na
641,i feel so carefree nowwwwww,en,happy,kaggle,na
642,i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier,en,sad,kaggle,na
643,i was left feeling discouraged and hopeless once again,en,sad,kaggle,na
644,i feel that this is going to get very messy to get fixed and back on the road again,en,sad,kaggle,na
645,i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,en,sad,kaggle,na
646,i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,en,happy,kaggle,na
647,i was tempted to feel a little bitter but then i saw this,en,sad,kaggle,na
648,i feel kind of insecure here anyways back to doha,en,sad,kaggle,na
649,i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,en,sad,kaggle,na
650,i feel about strange brew,en,neutral,kaggle,na
651,i feel quite strongly that students should be punished due to how well or badly they have faired compared to a completely unrelated group of people,en,sad,kaggle,na
652,i want to have a job where i am permanent and where i feel like i am valued,en,happy,kaggle,na
653,i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love,en,happy,kaggle,na
654,i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress,en,happy,kaggle,na
655,i learned about different things like how family plan the arrangements and even how real the pain can feel when a loved one passes on,en,happy,kaggle,na
656,i feel at least dating them would not be in vain,en,sad,kaggle,na
657,i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,en,happy,kaggle,na
658,i do not feel unhappy miserable wretched glum gloomy forelorn or heartbroken,en,sad,kaggle,na
659,i really am feeling horribly irritable and a little bit depressed,en,sad,kaggle,na
660,i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,en,happy,kaggle,na
661,i feel more confident about this team right now than i did four hours ago,en,happy,kaggle,na
662,i simply said how sorry i am and just got out from her car and got into my house feeling restless,en,sad,kaggle,na
663,ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,en,sad,kaggle,na
664,i feel have a fabulous birding weekend everyone,en,happy,kaggle,na
665,i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,en,sad,kaggle,na
666,im feeling rushed and like i should have planned certain things this summer that i can no longer do,en,sad,kaggle,na
667,i feel that cold breeze,en,sad,kaggle,na
668,i try to breathe in when i feel frustrated and breathe out the calm that i desire,en,sad,kaggle,na
669,i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,en,happy,kaggle,na
670,i knew where things was headed but that didnt really prepare me for the heartbreak even i would feel my heart broke for danielle and all other military wives that have had to go thru losing their husband trying to protect our country,en,sad,kaggle,na
671,i suddenly feel a lot smarter and more talented than i did last night,en,happy,kaggle,na
672,i get into what it actually does i feel like everyone should buy it just because it smells amazing,en,happy,kaggle,na
673,i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,en,happy,kaggle,na
674,i feel heartless now feeling bored and not believe in love anymore,en,sad,kaggle,na
675,i ended up shoeless making me feel even more vulnerable and slowing me down further,en,sad,kaggle,na
676,i have been highly critical of dennis covingtons book in this article i must admit that he did say something that has merit in this discussion when he noted in his closing chapters this feeling after god is a dangerous business,en,sad,kaggle,na
677,i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,en,happy,kaggle,na
678,i feel lonely few days before my birthday,en,sad,kaggle,na
679,i feel like i captured all his sweet looks,en,happy,kaggle,na
680,i had envisioned and intended im just feeling unsure whether i got that vision and intention right,en,sad,kaggle,na
681,i feel like i need cute pictures to share,en,happy,kaggle,na
682,i was feeling so low about myself,en,sad,kaggle,na
683,i feel really angry sometimes because for the love of god havent we been through enough,en,sad,kaggle,na
684,i feel sorry for rafael bosch,en,sad,kaggle,na
685,i hope for is that those certain people can attend to more important things in their lives but still come back to blogging if they feel they missed blogging,en,sad,kaggle,na
686,i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,en,happy,kaggle,na
687,i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,en,happy,kaggle,na
688,i begin to feel unpleasant about anime fandom in general,en,sad,kaggle,na
689,i feel tender and disoriented,en,happy,kaggle,na
690,i am feeling really carefree and today was really carefree,en,happy,kaggle,na
691,i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,en,sad,kaggle,na
692,im feeling cranky and horrible,en,sad,kaggle,na
693,im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,en,happy,kaggle,na
694,i feel troubled because of the ongoing relocation of our front door,en,sad,kaggle,na
695,i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,en,happy,kaggle,na
696,i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,en,happy,kaggle,na
697,im feeling a combination of terrified and relieved,en,sad,kaggle,na
698,i really feel i was wronged as a patient,en,sad,kaggle,na
699,i feel that gulam ali is even more talented than many other classical singers,en,happy,kaggle,na
700,i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,en,happy,kaggle,na
701,i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,en,happy,kaggle,na
702,i feel strange with it because it started to be sale,en,neutral,kaggle,na
703,i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,en,sad,kaggle,na
704,i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,en,sad,kaggle,na
705,i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,en,sad,kaggle,na
706,i feel like i was a rude ass hole at hookah,en,sad,kaggle,na
707,i feel for my beloved that is reciprocated,en,happy,kaggle,na
708,i feel heartbroken for bryan,en,sad,kaggle,na
709,i feel like i had fake everything,en,sad,kaggle,na
710,i would feel differently if i believed that the leaders were perfectly truthful,en,happy,kaggle,na
711,i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,en,happy,kaggle,na
712,i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,en,sad,kaggle,na
713,i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,en,happy,kaggle,na
714,i feel disgusted when need to act cute like the actions of gwiyomi,en,sad,kaggle,na
715,i said i feel incredibly thankful on the whole,en,happy,kaggle,na
716,i feel inspired and eager to press on when the sun shines,en,happy,kaggle,na
717,im just hoping i can walk by then because my thighs are not feeling at all friendly today,en,happy,kaggle,na
718,i was feeling nervous sure just like anyone else would be in my position,en,sad,kaggle,na
719,i was older i might not feel as frightened about spending the time i have left alone,en,sad,kaggle,na
720,i must say that i feel that i accepted something of a poisoned chalice,en,happy,kaggle,na
721,im an introvert by which i mean i get re energized being alone and preferably in a quiet place so times in the crew galley when there are a lot of people in a relatively small place all talking at once can leave me feeling drained and in need of a dark room with nothing but whale noises,en,sad,kaggle,na
722,im feeling generous ill give you a story as well,en,happy,kaggle,na
723,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,en,happy,kaggle,na
724,i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,en,happy,kaggle,na
725,i feel numb right now i thought i was feeling angry but now i dont know i dont feel anything should i be sad should i be happy or angry i dont know how to feel anymore,en,sad,kaggle,na
726,i just feel so discontent about my life these days,en,sad,kaggle,na
727,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,en,sad,kaggle,na
728,i feel truly impatient that this is taking so long,en,sad,kaggle,na
729,i want to say how i want to feel just come out so bitter and angry,en,sad,kaggle,na
730,i know what it feels like to face irate customers,en,sad,kaggle,na
731,i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,en,sad,kaggle,na
732,im feeling fine,en,happy,kaggle,na
733,i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,en,sad,kaggle,na
734,im feeling quite pleased this week,en,happy,kaggle,na
735,i still feel shaky is because in the worst hit areas the damage and destruction is so complete,en,sad,kaggle,na
736,i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,en,sad,kaggle,na
737,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,en,happy,kaggle,na
738,im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,en,sad,kaggle,na
739,i am feeling hopeful and looking forward once again,en,happy,kaggle,na
740,i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,en,neutral,kaggle,na
741,i feel uncertain and uneasy,en,sad,kaggle,na
742,i feel so comfortable around him,en,happy,kaggle,na
743,i feel privileged having the opportunity to be a part of it all,en,happy,kaggle,na
744,i feel nervous about going back to america not knowing what to expect the transition to be like,en,sad,kaggle,na
745,i started to feel kind of skeptical about this myself,en,sad,kaggle,na
746,i love this little boy and sometimes i feel how inadequate i am as a parent to him,en,sad,kaggle,na
747,i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,en,sad,kaggle,na
748,i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,en,sad,kaggle,na
749,i feel sad and discouraged,en,sad,kaggle,na
750,i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,en,happy,kaggle,na
751,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,en,happy,kaggle,na
752,im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,en,neutral,kaggle,na
753,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,en,happy,kaggle,na
754,i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,en,neutral,kaggle,na
755,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,en,happy,kaggle,na
756,im feeling agitated and pour more brandy on my coffee,en,sad,kaggle,na
757,i feel that way considering most people are pretending to be the way they are and very very few are being sincere,en,happy,kaggle,na
758,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,en,happy,kaggle,na
759,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,en,happy,kaggle,na
760,i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,en,happy,kaggle,na
761,i feel like i shouldn t be that amazed with a degree in biology i was blown away,en,neutral,kaggle,na
762,is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,en,happy,kaggle,na
763,i feel very unhappy and incomplete,en,sad,kaggle,na
764,i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so lovely to me,en,happy,kaggle,na
765,i feel that something wonderful is going to happen,en,happy,kaggle,na
766,i feel rejected and unwanted,en,sad,kaggle,na
767,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,en,happy,kaggle,na
768,i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,en,happy,kaggle,na
769,im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,en,sad,kaggle,na
770,i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,en,happy,kaggle,na
771,i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,en,happy,kaggle,na
772,i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,en,happy,kaggle,na
773,i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,en,happy,kaggle,na
774,i sense this is wat has let you feeling unsure,en,sad,kaggle,na
775,i am feeling very apprehensive about the future at the moment,en,sad,kaggle,na
776,i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone,en,sad,kaggle,na
777,i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,en,sad,kaggle,na
778,i sometimes feel resentful that this has come into our lives at this time,en,sad,kaggle,na
779,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,en,happy,kaggle,na
780,i sometimes feel disheartened when i realise just how far from my own culture i am,en,sad,kaggle,na
781,im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,en,happy,kaggle,na
782,i feel very popular and also a little pressure to keep it up which is exactly what i need,en,happy,kaggle,na
783,i feel hopeless and out of control,en,sad,kaggle,na
784,i feel horrible that i had to cancel on one of my best guy friends but the trip was stressing me out because my babysitting hours got cut and i couldn t afford it,en,sad,kaggle,na
785,i climbed a mountain and made my way to a village where the people stared at me the children looked frightened and ran away and everyone i came across asked me why i was there in such a way as to make me feel unwelcome,en,sad,kaggle,na
786,i dont feel inhibited and i can work out my problems,en,sad,kaggle,na
787,i took a chance and kept crying in hopes she might feel benevolent,en,happy,kaggle,na
788,i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,en,sad,kaggle,na
789,im feeling melancholy with all the back to school stuff today,en,sad,kaggle,na
790,i begin to have these doubts my stomach clenches my heart races and i feel fearful,en,sad,kaggle,na
791,i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,en,happy,kaggle,na
792,i feel like i have been really cranky at school these days,en,sad,kaggle,na
793,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,en,happy,kaggle,na
794,i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,en,happy,kaggle,na
795,i walia feels suspicious about tarun and bani,en,sad,kaggle,na
796,i do not feel like i am hostile toward others just that i fail to be nice to them,en,sad,kaggle,na
797,i feel glad to have my little blog to share with you the dangers i see on the path ahead,en,happy,kaggle,na
798,i wake up feeling cranky and out of sorts,en,sad,kaggle,na
799,i say that i feel like im being tortured by him,en,sad,kaggle,na
800,i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,en,sad,kaggle,na
801,අද මට positive feeling එකක් තියෙනවා,si,happy,app,colombo
802,අද මට හිත අමාරුයි,si,sad,app,kandy
803,Today I feel really good,en,happy,app,na
804,I feel mentally tired today,en,sad,app,na
805,අද මට energy ගොඩක් තියෙනවා,si,happy,app,colombo
806,අද මට ටිකක් දුකයි,si,sad,app,kandy
807,Today I feel really good,en,happy,app,na
808,I feel emotionally drained,en,sad,app,na
809,අද හරි සතුටු දවසක්,si,happy,app,matara
810,අද මට පීඩනයක් දැනෙනවා,si,sad,app,kandy
811,I feel calm and positive today,en,happy,app,na
812,I feel upset about what happened,en,sad,app,na
813,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,colombo
814,අද මට hope ටිකක් අඩුයි,si,sad,app,kandy
815,Today I feel really good,en,happy,app,na
816,I feel upset about what happened,en,sad,app,na
817,අද මගේ project එක සාර්ථකයි,si,happy,app,colombo
818,අද මට hope ටිකක් අඩුයි,si,sad,app,colombo
819,I had a great time with my friends,en,happy,app,na
820,I feel stressed about my exams,en,sad,app,na
821,අද මට හරි proud දැනෙනවා,si,happy,app,kandy
822,අද මගේ හිත බරයි,si,sad,app,kandy
823,I am grateful for today,en,happy,app,na
824,I feel stressed about my exams,en,sad,app,na
825,අද මගේ හිත සතුටින් තියෙනවා,si,happy,app,matara
826,අද මගේ හිත බරයි,si,sad,app,matara
827,I feel motivated and happy,en,happy,app,na
828,I feel anxious about tomorrow,en,sad,app,na
829,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,kandy
830,අද මට lonely වගේ දැනෙනවා,si,sad,app,matara
831,I feel motivated and happy,en,happy,app,na
832,I feel emotionally drained,en,sad,app,na
833,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,kandy
834,අද මට motivation නැහැ,si,sad,app,matara
835,I feel very joyful today,en,happy,app,na
836,I feel stressed about my exams,en,sad,app,na
837,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,matara
838,අද මට lonely වගේ දැනෙනවා,si,sad,app,kandy
839,I am grateful for today,en,happy,app,na
840,I feel lonely tonight,en,sad,app,na
841,අද මට energy ගොඩක් තියෙනවා,si,happy,app,matara
842,අද මට stressed වගේ දැනෙනවා,si,sad,app,colombo
843,I feel very joyful today,en,happy,app,na
844,I feel discouraged today,en,sad,app,na
845,අද මට energy ගොඩක් තියෙනවා,si,happy,app,kandy
846,අද මට motivation නැහැ,si,sad,app,colombo
847,I feel motivated and happy,en,happy,app,na
848,I feel overwhelmed with work,en,sad,app,na
849,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,colombo
850,අද මට stressed වගේ දැනෙනවා,si,sad,app,matara
851,I feel excited about life,en,happy,app,na
852,I feel discouraged today,en,sad,app,na
853,අද මට positive feeling එකක් තියෙනවා,si,happy,app,kandy
854,අද මගේ හිත බරයි,si,sad,app,colombo
855,I feel excited about life,en,happy,app,na
856,I feel upset about what happened,en,sad,app,na
857,අද මගේ project එක සාර්ථකයි,si,happy,app,colombo
858,අද මට hope ටිකක් අඩුයි,si,sad,app,kandy
859,I feel calm and positive today,en,happy,app,na
860,I feel sad today,en,sad,app,na
861,අද මට life එක ගැන සතුටුයි,si,happy,app,matara
862,අද මට life එක ටිකක් අමාරුයි,si,sad,app,matara
863,I feel very joyful today,en,happy,app,na
864,I feel mentally tired today,en,sad,app,na
865,අද මට positive feeling එකක් තියෙනවා,si,happy,app,matara
866,අද මට motivation නැහැ,si,sad,app,matara
867,I feel very happy today,en,happy,app,na
868,I feel anxious about tomorrow,en,sad,app,na
869,අද මගේ යාලුවෝ එක්ක හරි විනෝද උනා,si,happy,app,matara
870,අද මට life එක ටිකක් අමාරුයි,si,sad,app,matara
871,Today was a wonderful day,en,happy,app,na
872,I feel sad today,en,sad,app,na
873,අද හරි සතුටු දවසක්,si,happy,app,matara
874,අද මට ටිකක් දුකයි,si,sad,app,matara
875,I feel calm and positive today,en,happy,app,na
876,I feel anxious about tomorrow,en,sad,app,na
877,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,colombo
878,අද මට mentally tired වගේ,si,sad,app,kandy
879,I feel motivated and happy,en,happy,app,na
880,I feel overwhelmed with work,en,sad,app,na
881,අද මට ගොඩක් සතුටුයි,si,happy,app,matara
882,අද මට hope ටිකක් අඩුයි,si,sad,app,colombo
883,I feel very joyful today,en,happy,app,na
884,Today I feel very down,en,sad,app,na
885,අද මට energy ගොඩක් තියෙනවා,si,happy,app,kandy
886,අද මට motivation නැහැ,si,sad,app,colombo
887,Today was a wonderful day,en,happy,app,na
888,I feel overwhelmed with work,en,sad,app,na
889,අද මගේ යාලුවෝ එක්ක හරි විනෝද උනා,si,happy,app,kandy
890,අද මට mentally tired වගේ,si,sad,app,kandy
891,I feel very happy today,en,happy,app,na
892,I feel sad today,en,sad,app,na
893,අද මගේ යාලුවෝ එක්ක හරි විනෝද උනා,si,happy,app,colombo
894,අද මට lonely වගේ දැනෙනවා,si,sad,app,matara
895,I had a great time with my friends,en,happy,app,na
896,I feel overwhelmed with work,en,sad,app,na
897,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,kandy
898,අද මට හිත අමාරුයි,si,sad,app,kandy
899,Today was a wonderful day,en,happy,app,na
900,I feel sad today,en,sad,app,na
901,අද මට හරි proud දැනෙනවා,si,happy,app,colombo
902,අද මට හිත අමාරුයි,si,sad,app,matara
903,I feel excited about life,en,happy,app,na
904,Today I feel very down,en,sad,app,na
905,අද මට positive feeling එකක් තියෙනවා,si,happy,app,colombo
906,අද මට hope ටිකක් අඩුයි,si,sad,app,colombo
907,I feel very joyful today,en,happy,app,na
908,I feel mentally tired today,en,sad,app,na
909,අද මට positive feeling එකක් තියෙනවා,si,happy,app,kandy
910,අද මට life එක ටිකක් අමාරුයි,si,sad,app,colombo
911,I feel excited about life,en,happy,app,na
912,I feel upset about what happened,en,sad,app,na
913,අද මගේ හිත සතුටින් තියෙනවා,si,happy,app,matara
914,අද මට mentally tired වගේ,si,sad,app,kandy
915,Today I feel really good,en,happy,app,na
916,I feel stressed about my exams,en,sad,app,na
917,අද මට life එක ගැන සතුටුයි,si,happy,app,kandy
918,අද මට හිත අමාරුයි,si,sad,app,matara
919,I feel calm and positive today,en,happy,app,na
920,I feel stressed about my exams,en,sad,app,na
921,අද මගේ project එක සාර්ථකයි,si,happy,app,matara
922,අද මට ටිකක් දුකයි,si,sad,app,matara
923,I am grateful for today,en,happy,app,na
924,I feel emotionally drained,en,sad,app,na
925,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,kandy
926,අද මට motivation නැහැ,si,sad,app,kandy
927,Today I feel really good,en,happy,app,na
928,I feel anxious about tomorrow,en,sad,app,na
929,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,matara
930,අද මට stressed වගේ දැනෙනවා,si,sad,app,kandy
931,I feel proud of my work today,en,happy,app,na
932,I feel anxious about tomorrow,en,sad,app,na
933,අද හරි සතුටු දවසක්,si,happy,app,colombo
934,අද මට motivation නැහැ,si,sad,app,colombo
935,I am grateful for today,en,happy,app,na
936,I feel lonely tonight,en,sad,app,na
937,අද මගේ project එක සාර්ථකයි,si,happy,app,kandy
938,අද මට life එක ටිකක් අමාරුයි,si,sad,app,matara
939,I feel very joyful today,en,happy,app,na
940,I feel lonely tonight,en,sad,app,na
941,අද මගේ හිත සතුටින් තියෙනවා,si,happy,app,kandy
942,අද මට mentally tired වගේ,si,sad,app,matara
943,I feel calm and positive today,en,happy,app,na
944,I feel upset about what happened,en,sad,app,na
945,අද මට life එක ගැන සතුටුයි,si,happy,app,kandy
946,අද මට පීඩනයක් දැනෙනවා,si,sad,app,colombo
947,I feel very happy today,en,happy,app,na
948,I feel discouraged today,en,sad,app,na
949,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,kandy
950,අද මට mentally tired වගේ,si,sad,app,colombo
951,I feel very joyful today,en,happy,app,na
952,I feel stressed about my exams,en,sad,app,na
953,අද මගේ යාලුවෝ එක්ක හරි විනෝද උනා,si,happy,app,colombo
954,අද මට හිත අමාරුයි,si,sad,app,colombo
955,Today I feel really good,en,happy,app,na
956,I feel mentally tired today,en,sad,app,na
957,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,kandy
958,අද මට mentally tired වගේ,si,sad,app,kandy
959,I feel proud of my work today,en,happy,app,na
960,I feel upset about what happened,en,sad,app,na
961,අද මගේ project එක සාර්ථකයි,si,happy,app,matara
962,අද මට lonely වගේ දැනෙනවා,si,sad,app,kandy
963,I feel very joyful today,en,happy,app,na
964,I feel discouraged today,en,sad,app,na
965,අද මගේ යාලුවෝ එක්ක හරි විනෝද උනා,si,happy,app,matara
966,අද මට stressed වගේ දැනෙනවා,si,sad,app,colombo
967,I feel calm and positive today,en,happy,app,na
968,I feel lonely tonight,en,sad,app,na
969,අද හරි සතුටු දවසක්,si,happy,app,colombo
970,අද මට පීඩනයක් දැනෙනවා,si,sad,app,colombo
971,I had a great time with my friends,en,happy,app,na
972,I feel upset about what happened,en,sad,app,na
973,අද මට positive feeling එකක් තියෙනවා,si,happy,app,matara
974,අද මට mentally tired වගේ,si,sad,app,colombo
975,I feel proud of my work today,en,happy,app,na
976,I feel discouraged today,en,sad,app,na
977,අද හරි සතුටු දවසක්,si,happy,app,colombo
978,අද මට පීඩනයක් දැනෙනවා,si,sad,app,colombo
979,I feel very happy today,en,happy,app,na
980,I feel overwhelmed with work,en,sad,app,na
981,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,matara
982,අද මට life එක ටිකක් අමාරුයි,si,sad,app,colombo
983,I feel calm and positive today,en,happy,app,na
984,I feel overwhelmed with work,en,sad,app,na
985,අද මගේ යාලුවෝ එක්ක හරි විනෝද උනා,si,happy,app,matara
986,අද මට පීඩනයක් දැනෙනවා,si,sad,app,matara
987,I feel very joyful today,en,happy,app,na
988,Today I feel very down,en,sad,app,na
989,අද මට හරි හොඳ mood එකක් තියෙනවා,si,happy,app,colombo
990,අද මට lonely වගේ දැනෙනවා,si,sad,app,kandy
991,I feel very happy today,en,happy,app,na
992,I feel stressed about my exams,en,sad,app,na
993,අද මගේ project එක සාර්ථකයි,si,happy,app,kandy
994,අද මට stressed වගේ දැනෙනවා,si,sad,app,kandy
995,I feel proud of my work today,en,happy,app,na
996,I feel emotionally drained,en,sad,app,na
997,අද මට energy ගොඩක් තියෙනවා,si,happy,app,kandy
998,අද මට hope ටිකක් අඩුයි,si,sad,app,colombo
999,I feel proud of my work today,en,happy,app,na
1000,I feel stressed about my exams,en,sad,app,na
